treat,control,nexp1,nexp2,age,education,Black,Hispanic,married,nodegree,earnings_1975,earnings_1978
1,0,0,0,31,9,1,0,0,1,1698.607,10363.27
1,0,0,0,25,11,0,0,0,1,0,18783.35
1,0,0,0,22,12,1,0,0,0,0,18678.08
1,0,0,0,28,11,1,0,0,1,1284.079,60307.93
1,0,0,0,21,9,1,0,0,1,0,0
1,0,0,0,40,11,1,0,0,1,0,23005.6
1,0,0,0,22,11,1,0,0,1,0,6456.697
1,0,0,0,25,12,1,0,0,0,0,0
1,0,0,0,27,9,1,0,1,1,934.4454,1773.423
1,0,0,0,23,10,1,0,1,1,936.4386,11233.26
1,0,0,0,29,10,1,0,0,1,4398.95,0
1,0,0,0,18,12,1,0,0,0,0,2321.107
1,0,0,0,38,12,0,0,0,0,0,4941.849
1,0,0,0,27,13,1,0,0,0,0,0
1,0,0,0,27,8,1,0,0,1,0,0
1,0,0,0,38,11,1,0,0,1,0,0
1,0,0,0,23,8,0,1,0,1,0,3881.284
1,0,0,0,26,11,1,0,0,1,0,17230.96
1,0,0,0,42,9,1,0,1,1,3058.531,1294.409
1,0,0,0,21,12,0,0,0,0,0,8048.603
1,0,0,0,25,8,1,0,0,1,0,0
1,0,0,0,31,11,1,0,1,1,0,14509.93
1,0,0,0,17,10,1,0,0,1,0,0
1,0,0,0,19,8,1,0,0,1,2657.057,9970.681
1,0,0,0,29,14,1,0,0,0,679.6734,17814.98
1,0,0,0,25,11,1,0,0,1,0,0
1,0,0,0,21,12,1,0,0,0,0,9983.784
1,0,0,0,44,11,1,0,0,1,0,0
1,0,0,0,19,10,1,0,0,1,385.2741,8124.715
1,0,0,0,25,12,0,0,0,0,0,5587.503
1,0,0,0,18,10,1,0,0,1,798.9079,9737.154
1,0,0,0,18,9,1,0,0,1,0,4482.845
1,0,0,0,19,9,1,0,0,1,798.9079,17685.18
1,0,0,0,18,9,1,0,0,1,3287.375,5010.342
1,0,0,0,26,11,1,0,1,1,1392.853,1460.36
1,0,0,0,42,12,1,0,0,0,0,2456.153
1,0,0,0,25,10,1,0,0,1,0,0
1,0,0,0,31,9,0,1,0,1,0,26817.6
1,0,0,0,24,10,1,0,0,1,0,0
1,0,0,0,26,10,1,0,0,1,0,9265.788
1,0,0,0,20,12,1,0,0,0,377.5686,1652.637
1,0,0,0,19,10,0,0,0,1,5324.109,13829.62
1,0,0,0,25,11,1,0,0,1,0,485.2298
1,0,0,0,23,8,0,0,1,1,1713.15,4232.309
1,0,0,0,31,12,0,0,0,0,2611.218,2484.549
1,0,0,0,18,11,1,0,0,1,0,4814.627
1,0,0,0,19,11,1,0,0,1,0,7458.105
1,0,0,0,43,9,1,0,0,1,0,0
1,0,0,0,27,13,1,0,0,0,0,34099.28
1,0,0,0,26,11,0,0,0,1,2226.266,13385.86
1,0,0,0,29,10,0,1,0,1,8853.674,5112.014
1,0,0,0,17,9,1,0,0,1,0,1953.268
1,0,0,0,30,11,1,0,0,1,0,0
1,0,0,0,17,10,1,0,0,1,156.9491,10641.24
1,0,0,0,20,12,0,0,1,0,8644.156,11656.51
1,0,0,0,17,9,1,0,0,1,375.1047,3621.707
1,0,0,0,18,12,1,0,0,0,562.657,0
1,0,0,0,21,11,0,1,0,1,1395.39,0
1,0,0,0,30,11,1,0,0,1,1913.034,0
1,0,0,0,18,11,0,1,0,1,5491.535,2454.5
1,0,0,0,20,12,1,0,0,0,9227.559,0
1,0,0,0,20,6,0,1,1,1,10802.98,4488.495
1,0,0,0,20,10,1,0,0,1,11073.09,0
1,0,0,0,25,8,1,0,0,1,37431.66,2346.828
1,0,0,0,17,9,0,0,0,1,1618.15,6011.021
1,0,0,0,18,10,0,1,0,1,2589.042,0
1,0,0,0,19,9,0,1,0,1,6511.124,7913.386
1,0,0,0,19,11,1,0,0,1,192.7995,661.1924
1,0,0,0,27,10,0,1,0,1,421.3024,3075.862
1,0,0,0,18,12,0,1,0,0,535.5533,1115.86
1,0,0,0,22,11,1,0,0,1,606.9609,317.8952
1,0,0,0,20,9,1,0,0,1,660.5159,12229.63
1,0,0,0,20,11,1,0,0,1,696.2192,0
1,0,0,0,18,10,1,0,0,1,699.7896,480.527
1,0,0,0,17,10,1,0,0,1,856.8864,3251.1
1,0,0,0,26,12,1,0,0,0,1088.907,11460.56
1,0,0,0,22,10,1,0,0,1,1071.108,7315.452
1,0,0,0,20,12,1,0,0,0,1160.366,702.1839
1,0,0,0,18,8,1,0,0,1,1199.641,0
1,0,0,0,18,9,1,0,0,1,1285.33,15369.48
1,0,0,0,18,10,1,0,0,1,1371.017,12064.41
1,0,0,0,19,10,1,0,0,1,1374.587,13278.97
1,0,0,0,18,9,0,1,0,1,1713.773,8836.566
1,0,0,0,17,10,0,1,0,1,2202.796,4387.057
1,0,0,0,19,11,1,0,0,1,1927.995,11965.81
1,0,0,0,27,11,1,0,1,1,2142.217,2186.189
1,0,0,0,19,10,1,0,0,1,3213.113,2975.031
1,0,0,0,19,9,0,1,0,1,3276.15,14271.23
1,0,0,0,27,10,1,0,0,1,3213.322,2094.119
1,0,0,0,21,11,1,0,1,1,4167.998,11300.24
1,0,0,0,29,10,1,0,1,1,4923.263,130.6791
1,0,0,0,34,11,0,1,0,1,4641.467,2877.682
1,0,0,0,25,10,0,0,0,1,4712.874,6103.746
1,0,0,0,31,13,0,0,0,0,5498.35,2329.867
1,0,0,0,41,9,1,0,1,1,5783.981,0
1,0,0,0,21,11,0,1,0,1,6658.562,9381.295
1,0,0,0,20,11,1,0,0,1,6426.646,16451.46
1,0,0,0,24,12,0,1,1,0,7212.11,6485.508
1,0,0,0,41,9,1,0,1,1,7212.12,3154.72
1,0,0,0,21,12,0,0,0,0,7390.634,3557.934
1,0,0,0,22,11,1,0,0,1,7497.752,668.7466
1,0,0,0,20,9,0,1,0,1,8015.442,5487.97
1,0,0,0,17,11,1,0,0,1,8497.436,9017.004
1,0,0,0,24,11,1,0,0,1,9180.92,0
1,0,0,0,23,12,1,0,1,0,15079.95,10283.49
1,0,0,0,23,10,1,0,0,1,15709.56,5665.066
1,0,0,0,26,11,0,0,0,1,22959.76,2746.614
1,0,0,0,21,13,1,0,0,0,24806.83,8803.666
1,0,0,0,18,10,1,0,1,1,1958.096,10989.93
1,0,0,0,22,10,1,0,0,1,653.9542,11134.98
1,0,0,0,17,10,1,0,0,1,1000.55,1433.531
1,0,0,0,20,7,1,0,0,1,1569.49,5518.083
1,0,0,0,17,9,1,0,0,1,1667.583,5594.729
1,0,0,0,23,11,1,0,0,1,1961.864,3689.126
1,0,0,0,32,10,1,0,0,1,2321.537,179.0217
1,0,0,0,19,12,1,0,0,0,2534.072,4551.979
1,0,0,0,30,10,1,0,0,1,2615.817,0
1,0,0,0,25,12,1,0,0,0,2746.608,2090.678
1,0,0,0,26,11,0,0,0,1,4676.457,1973.345
1,0,0,0,19,10,1,0,0,1,3473.808,5861.603
1,0,0,0,19,8,0,0,0,1,3416.907,9251.357
1,0,0,0,20,10,1,0,0,1,5100.839,13626.04
1,0,0,0,21,11,1,0,0,1,5310.107,7906.341
1,0,0,0,23,12,1,0,0,0,7841.972,7947.257
1,0,0,0,19,11,1,0,0,1,6409.027,11648.7
1,0,0,0,22,11,1,0,0,1,8774.791,18295.82
1,0,0,0,23,12,1,0,0,0,7782.042,14416.84
1,0,0,0,26,10,1,0,1,1,8141.703,4635.66
1,0,0,0,24,12,1,0,0,0,12982.34,0
1,0,0,0,18,10,0,1,0,1,12625.51,0
1,0,0,0,27,11,1,0,0,1,14223.5,7661.973
1,0,0,0,21,11,0,1,0,1,17983.71,15191.91
1,0,0,0,25,8,0,0,0,1,23096.65,6421.53
1,0,0,0,21,12,1,0,0,0,807.9511,4350.907
1,0,0,0,19,11,1,0,0,1,532.2536,0
1,0,0,0,18,11,1,0,0,1,851.6061,0
1,0,0,0,34,7,1,0,0,1,857.5195,0
1,0,0,0,21,11,0,0,0,1,946.2279,11412.24
1,0,0,0,25,9,1,0,0,1,1536.503,1709.342
1,0,0,0,17,9,1,0,0,1,1341.651,1374.066
1,0,0,0,28,8,1,0,0,1,1182.786,7779.263
1,0,0,0,18,9,1,0,0,1,1182.786,5100.469
1,0,0,0,27,12,1,0,0,0,4310.455,0
1,0,0,0,23,9,1,0,0,1,1774.18,11464.71
1,0,0,0,19,8,0,1,0,1,1862.889,8774.623
1,0,0,0,21,11,1,0,0,1,2158.585,0
1,0,0,0,21,11,1,0,0,1,2217.724,4082.37
1,0,0,0,23,10,1,0,0,1,2217.724,0
1,0,0,0,27,9,1,0,0,1,2294.605,2018.556
1,0,0,0,27,11,1,0,0,1,2483.852,0
1,0,0,0,23,12,0,0,0,0,3903.195,796.5597
1,0,0,0,27,8,1,0,0,1,7218.277,7976.932
1,0,0,0,28,11,1,0,1,1,6952.58,7318.186
1,0,0,0,25,12,1,0,0,0,5204.259,0
1,0,0,0,20,12,1,0,0,0,6085.421,9750.66
1,0,0,0,26,12,1,0,0,0,6608.803,5811.765
1,0,0,0,23,10,1,0,1,1,10495.08,3385.811
1,0,0,0,49,8,0,0,1,1,7285.948,16717.12
1,0,0,0,19,11,1,0,0,1,10224.37,11293.81
1,0,0,0,21,13,0,0,0,0,8616.852,99.57002
1,0,0,0,27,12,1,0,1,0,7806.387,2777.585
1,0,0,0,23,11,1,0,0,1,8959.589,1659.5
1,0,0,0,22,11,1,0,0,1,12170.94,8408.393
1,0,0,0,24,15,1,0,0,0,13008.5,14683.63
1,0,0,0,24,12,1,0,0,0,18154.06,0
1,0,0,0,18,11,1,0,0,1,214.5636,929.8839
1,0,0,0,17,10,1,0,0,1,5793.852,5522.788
1,0,0,0,17,9,1,0,0,1,1253.439,5445.2
1,0,0,0,28,11,1,0,0,1,6871.856,0
1,0,0,0,27,11,1,0,0,1,2666.274,0
1,0,0,0,19,11,1,0,0,1,2615.276,4146.603
1,0,0,0,18,11,0,0,0,1,919.5579,4321.705
1,0,0,0,24,10,1,0,0,1,2421.947,1660.508
1,0,0,0,23,12,1,0,0,0,3039.96,8484.239
1,0,0,0,21,9,1,0,0,1,5749.331,743.6666
1,0,0,0,21,12,1,0,0,0,3332.409,9371.037
1,0,0,0,24,9,1,0,0,1,2288.675,4849.559
1,0,0,0,20,9,0,1,0,1,5875.049,1358.643
1,0,0,0,25,13,1,0,0,0,3090.732,0
1,0,0,0,35,8,1,0,1,1,17976.15,3786.628
1,0,0,0,17,9,0,1,0,1,74.34345,6210.67
1,0,0,0,24,11,1,0,1,1,1666.113,4032.708
1,0,0,0,20,12,1,0,0,0,165.2077,0
1,0,0,0,21,8,1,0,0,1,3695.897,4279.613
1,0,0,0,18,10,1,0,0,1,1784.274,11141.39
1,0,0,0,27,12,1,0,0,0,357.9499,22163.25
1,0,0,0,22,9,1,0,0,1,3836.986,3462.564
1,0,0,0,46,8,1,0,0,1,2594.723,0
1,0,0,0,19,10,1,0,0,1,6056.754,0
1,0,0,0,19,11,0,1,1,1,5463.803,6788.463
1,0,0,0,22,12,1,0,0,0,936.1773,0
1,0,0,0,22,12,0,0,0,0,8455.504,12590.71
1,0,0,0,26,12,1,0,1,0,5794.831,1424.944
1,0,0,0,29,12,1,0,0,0,4878.937,10976.51
1,0,0,0,31,9,1,0,0,1,5517.841,9558.501
1,0,0,0,29,12,1,0,0,0,1817.284,0
1,0,0,0,35,9,1,0,1,1,13830.64,12803.97
1,0,0,0,25,12,1,0,0,0,2409.274,0
1,0,0,0,22,12,0,1,1,0,7055.702,10092.83
1,0,0,0,27,10,1,0,0,1,3550.075,0
1,0,0,0,22,10,1,0,1,1,5588.664,13228.28
1,0,0,0,19,8,1,0,0,1,2937.264,7535.942
1,0,0,0,20,11,1,0,0,1,1220.836,1085.44
1,0,0,0,21,12,0,0,0,0,334.0494,12558.02
1,0,0,0,27,12,1,0,1,0,334.0493,0
1,0,0,0,20,10,1,0,0,1,2777.355,5615.189
1,0,0,0,23,12,1,0,0,0,501.0741,671.3318
1,0,0,0,27,13,0,0,1,0,853.7225,0
1,0,0,0,23,12,0,1,0,0,1117.439,559.4432
1,0,0,0,24,12,1,0,0,0,2842.764,6167.681
1,0,0,0,20,11,1,0,0,1,1484.994,6943.342
1,0,0,0,26,10,1,0,0,1,6788.958,672.8773
1,0,0,0,25,14,1,0,1,0,11536.57,36646.95
1,0,0,0,26,10,1,0,1,1,0,0
1,0,0,0,20,9,1,0,0,1,0,8881.665
1,0,0,0,31,4,1,0,0,1,4023.211,7382.549
1,0,0,0,24,10,1,0,1,1,4078.152,0
1,0,0,0,33,11,1,0,1,1,25142.24,4181.942
1,0,0,0,33,12,1,0,1,0,10941.35,15952.6
0,0,1,0,47,12,0,0,0,0,0,0
0,0,1,0,50,12,1,0,1,0,0,0
0,0,1,0,44,12,0,0,0,0,0,0
0,0,1,0,28,12,1,0,1,0,0,0
0,0,1,0,54,12,0,0,1,0,0,0
0,0,1,0,55,12,0,1,1,0,0,0
0,0,1,0,47,12,0,0,1,0,0,0
0,0,1,0,25,12,1,0,0,0,0,0
0,0,1,0,44,12,0,0,1,0,0,0
0,0,1,0,50,12,1,0,1,0,0,0
0,0,1,0,23,12,1,0,0,0,0,0
0,0,1,0,49,14,0,0,1,0,0,0
0,0,1,0,55,14,0,0,1,0,0,0
0,0,1,0,34,14,1,0,1,0,0,0
0,0,1,0,34,16,0,0,1,0,0,0
0,0,1,0,55,13,0,1,1,0,0,0
0,0,1,0,52,12,0,0,1,0,0,0
0,0,1,0,52,15,0,0,1,0,0,0
0,0,1,0,30,16,0,0,1,0,0,0
0,0,1,0,21,12,0,0,0,0,0,0
0,0,1,0,30,17,0,0,0,0,0,0
0,0,1,0,44,12,0,0,1,0,0,0
0,0,1,0,46,12,0,0,0,0,0,0
0,0,1,0,53,17,0,0,1,0,0,0
0,0,1,0,26,16,0,0,0,0,0,0
0,0,1,0,49,12,0,0,1,0,0,0
0,0,1,0,39,15,0,0,1,0,0,0
0,0,1,0,26,17,0,0,1,0,0,0
0,0,1,0,32,16,0,0,1,0,0,0
0,0,1,0,34,12,0,0,1,0,0,0
0,0,1,0,31,14,0,0,1,0,0,0
0,0,1,0,39,17,0,1,1,0,0,0
0,0,1,0,40,17,0,0,1,0,0,0
0,0,1,0,31,12,0,0,1,0,0,0
0,0,1,0,27,13,0,0,1,0,0,0
0,0,1,0,48,12,0,0,1,0,0,0
0,0,1,0,41,13,0,0,1,0,0,0
0,0,1,0,26,14,0,0,0,0,0,0
0,0,1,0,50,17,0,0,0,0,0,0
0,0,1,0,48,12,0,0,1,0,0,0
0,0,1,0,45,16,0,0,1,0,0,0
0,0,1,0,37,13,0,0,1,0,0,0
0,0,1,0,33,12,0,0,1,0,0,0
0,0,1,0,31,12,0,0,1,0,0,0
0,0,1,0,36,12,1,0,1,0,0,0
0,0,1,0,44,13,0,0,1,0,0,0
0,0,1,0,28,17,0,0,1,0,0,0
0,0,1,0,30,17,0,0,1,0,0,0
0,0,1,0,42,16,0,0,1,0,0,0
0,0,1,0,30,12,0,0,1,0,0,0
0,0,1,0,27,16,0,0,1,0,0,0
0,0,1,0,37,12,0,0,1,0,0,0
0,0,1,0,37,12,0,0,1,0,0,0
0,0,1,0,45,12,0,0,1,0,0,0
0,0,1,0,35,16,0,0,1,0,0,0
0,0,1,0,37,17,0,0,1,0,0,0
0,0,1,0,27,17,0,0,1,0,0,0
0,0,1,0,47,14,0,0,1,0,0,0
0,0,1,0,48,12,0,0,1,0,0,0
0,0,1,0,42,12,0,0,1,0,0,0
0,0,1,0,43,12,0,0,1,0,0,0
0,0,1,0,46,12,0,0,1,0,0,0
0,0,1,0,46,12,0,0,1,0,0,0
0,0,1,0,46,12,0,0,1,0,0,0
0,0,1,0,29,16,0,0,1,0,0,0
0,0,1,0,39,13,0,0,1,0,0,0
0,0,1,0,32,12,0,0,1,0,0,0
0,0,1,0,48,16,0,0,1,0,0,0
0,0,1,0,48,16,0,0,1,0,0,0
0,0,1,0,41,13,0,0,1,0,0,0
0,0,1,0,42,13,0,0,1,0,0,0
0,0,1,0,42,13,0,0,1,0,0,0
0,0,1,0,42,13,0,0,1,0,0,0
0,0,1,0,54,13,0,0,1,0,0,0
0,0,1,0,29,14,0,0,1,0,0,0
0,0,1,0,54,12,0,0,1,0,0,0
0,0,1,0,54,12,0,0,1,0,0,0
0,0,1,0,26,14,0,0,1,0,0,0
0,0,1,0,43,17,0,0,1,0,0,0
0,0,1,0,54,12,0,0,1,0,0,0
0,0,1,0,37,12,0,0,1,0,0,0
0,0,1,0,54,16,0,0,1,0,0,0
0,0,1,0,48,17,0,0,1,0,0,0
0,0,1,0,44,12,0,0,1,0,0,0
0,0,1,0,54,12,0,0,1,0,0,0
0,0,1,0,38,12,0,0,1,0,0,0
0,0,1,0,37,13,0,0,1,0,0,0
0,0,1,0,27,17,0,0,1,0,0,0
0,0,1,0,51,12,0,0,1,0,0,0
0,0,1,0,39,12,0,0,1,0,0,0
0,0,1,0,55,14,0,0,1,0,0,0
0,0,1,0,54,13,0,0,1,0,0,0
0,0,1,0,54,13,0,0,1,0,0,0
0,0,1,0,34,12,0,0,1,0,0,0
0,0,1,0,50,14,0,0,1,0,0,0
0,0,1,0,50,12,0,0,1,0,0,0
0,0,1,0,21,14,0,1,0,0,0,71.6129
0,0,1,0,26,12,0,0,1,0,0,71.6129
0,0,1,0,21,13,0,0,0,0,0,692.8549
0,0,1,0,23,16,0,0,1,0,0,1521.774
0,0,1,0,21,15,0,0,0,0,0,3222.581
0,0,1,0,23,14,0,0,0,0,0,3401.613
0,0,1,0,27,16,0,0,1,0,0,4833.871
0,0,1,0,25,12,0,0,1,0,0,5729.032
0,0,1,0,27,17,0,0,0,0,0,6087.097
0,0,1,0,55,12,0,0,1,0,0,6266.129
0,0,1,0,20,12,0,0,1,0,0,7161.291
0,0,1,0,18,12,0,0,1,0,0,8056.452
0,0,1,0,27,12,0,0,1,0,0,8235.484
0,0,1,0,28,16,0,0,1,0,0,8951.613
0,0,1,0,36,12,1,0,1,0,0,8951.613
0,0,1,0,33,13,1,0,1,0,0,10741.93
0,0,1,0,36,12,0,0,1,0,0,10741.93
0,0,1,0,27,13,0,0,1,0,0,16112.9
0,0,1,0,45,17,0,0,1,0,0,16112.9
0,0,1,0,45,17,0,0,1,0,0,16112.9
0,0,1,0,45,17,0,0,1,0,0,16112.9
0,0,1,0,31,12,0,0,1,0,0,17903.23
0,0,1,0,34,12,0,0,1,0,0,17903.23
0,0,1,0,34,12,0,0,1,0,0,17903.23
0,0,1,0,47,14,0,0,1,0,0,17903.23
0,0,1,0,35,16,0,0,1,0,0,19693.55
0,0,1,0,43,17,0,0,1,0,0,21161.61
0,0,1,0,25,12,1,0,1,0,0,21483.87
0,0,1,0,29,15,0,0,0,0,0,21483.87
0,0,1,0,31,12,0,0,1,0,0,21483.87
0,0,1,0,52,12,0,0,1,0,0,21483.87
0,0,1,0,22,16,0,0,0,0,0,22558.06
0,0,1,0,53,15,0,0,1,0,0,24169.36
0,0,1,0,29,17,0,0,1,0,0,25959.68
0,0,1,0,31,13,0,0,1,0,0,25959.68
0,0,1,0,35,12,0,0,1,0,0,26138.71
0,0,1,0,29,16,0,0,1,0,0,26854.84
0,0,1,0,39,12,0,0,1,0,0,28645.16
0,0,1,0,37,14,0,0,1,0,0,32225.81
0,0,1,0,30,14,0,0,1,0,0,32225.81
0,0,1,0,43,17,0,0,1,0,0,42251.61
0,0,1,0,32,17,0,0,1,0,0,46548.39
0,0,1,0,44,12,0,0,1,0,0,71612.91
0,0,1,0,32,16,0,0,1,0,577.9837,6910.645
0,0,1,0,43,12,1,0,1,0,715.1324,1879.839
0,0,1,0,24,12,1,0,0,0,783.7067,0
0,0,1,0,22,13,0,0,0,0,783.7067,0
0,0,1,0,35,15,0,0,1,0,979.6334,537.0967
0,0,1,0,26,15,0,0,0,0,979.6334,1879.839
0,0,1,0,29,17,0,0,1,0,979.6334,8951.613
0,0,1,0,23,12,1,0,0,0,1077.597,3222.581
0,0,1,0,19,12,0,0,1,0,1154.008,8593.549
0,0,1,0,48,16,0,0,1,0,1240.216,1466.274
0,0,1,0,48,16,0,0,1,0,1240.216,1466.274
0,0,1,0,22,12,1,0,1,0,1269.605,0
0,0,1,0,20,12,1,0,0,0,1367.568,12532.26
0,0,1,0,24,17,0,0,1,0,1371.487,0
0,0,1,0,27,16,0,0,1,0,1469.45,1253.226
0,0,1,0,21,14,0,0,0,0,1506.676,2685.484
0,0,1,0,53,13,0,0,1,0,1567.413,3938.71
0,0,1,0,53,13,0,0,1,0,1567.413,3938.71
0,0,1,0,53,16,0,0,1,0,1665.377,0
0,0,1,0,22,15,0,0,1,0,1763.34,5370.968
0,0,1,0,21,15,0,0,0,0,1763.34,9667.742
0,0,1,0,30,12,0,0,1,0,1959.267,1790.323
0,0,1,0,21,12,1,0,0,0,1959.267,5460.484
0,0,1,0,27,16,0,0,1,0,1959.267,17545.16
0,0,1,0,22,15,0,0,0,0,1967.104,2864.516
0,0,1,0,22,12,1,0,1,0,2006.289,2470.645
0,0,1,0,23,13,0,0,1,0,2155.194,5370.968
0,0,1,0,33,12,0,0,1,0,2351.12,0
0,0,1,0,24,13,0,0,0,0,2351.12,3127.694
0,0,1,0,20,12,1,0,0,0,2351.12,4475.807
0,0,1,0,22,16,0,0,0,0,2351.12,23274.19
0,0,1,0,19,12,0,0,1,0,2547.047,10741.93
0,0,1,0,22,15,0,0,1,0,2547.047,17187.1
0,0,1,0,43,14,0,0,1,0,2645.01,0
0,0,1,0,39,12,0,0,1,0,2742.973,7161.291
0,0,1,0,28,12,1,0,0,0,2938.9,2864.516
0,0,1,0,19,14,0,0,0,0,2938.9,3222.581
0,0,1,0,26,17,0,0,1,0,2938.9,12532.26
0,0,1,0,18,12,0,0,1,0,3134.827,11100
0,0,1,0,23,15,0,0,1,0,3320.957,2506.452
0,0,1,0,24,12,1,0,0,0,3330.754,4654.839
0,0,1,0,27,12,0,0,1,0,3526.68,0
0,0,1,0,29,17,0,0,1,0,3526.68,15217.74
0,0,1,0,22,12,1,0,0,0,3579.58,17133.39
0,0,1,0,27,12,0,0,1,0,3722.607,254.2258
0,0,1,0,27,15,0,0,1,0,3722.607,4654.839
0,0,1,0,20,12,1,0,0,0,3730.444,8951.613
0,0,1,0,27,12,1,0,1,0,3918.534,1994.419
0,0,1,0,23,12,1,0,1,0,3918.534,2864.516
0,0,1,0,23,12,1,0,1,0,3918.534,11637.1
0,0,1,0,22,12,0,0,1,0,3918.534,15396.77
0,0,1,0,31,12,1,0,1,0,3918.534,18440.32
0,0,1,0,26,17,0,0,0,0,4173.238,11637.1
0,0,1,0,20,12,0,0,1,0,4310.387,0
0,0,1,0,30,17,0,0,1,0,4310.387,4296.774
0,0,1,0,42,16,0,0,0,0,4398.554,17903.23
0,0,1,0,21,14,0,0,1,0,4506.313,9309.678
0,0,1,0,25,16,0,0,1,0,4604.277,2954.032
0,0,1,0,27,15,0,0,1,0,4702.24,0
0,0,1,0,26,17,0,0,1,0,4702.24,19693.55
0,0,1,0,29,16,0,0,1,0,4800.204,17187.1
0,0,1,0,20,12,0,0,0,0,4811.959,716.129
0,0,1,0,52,12,0,0,1,0,4898.167,0
0,0,1,0,23,17,0,0,0,0,4898.167,2148.387
0,0,1,0,21,14,0,0,1,0,4898.167,7161.291
0,0,1,0,24,16,0,0,0,0,4898.167,8951.613
0,0,1,0,30,17,0,0,1,0,4898.167,12084.68
0,0,1,0,25,17,0,0,0,0,4996.13,17414.47
0,0,1,0,21,12,0,0,1,0,5094.094,6803.226
0,0,1,0,28,12,0,0,1,0,5094.094,10741.93
0,0,1,0,20,12,0,0,1,0,5182.261,6266.129
0,0,1,0,36,16,0,0,0,0,5290.021,4833.871
0,0,1,0,19,12,1,0,0,0,5387.984,8056.452
0,0,1,0,21,12,1,0,1,0,5868.004,3043.548
0,0,1,0,47,12,0,0,1,0,5868.004,9513.774
0,0,1,0,24,16,0,0,1,0,5877.8,4833.871
0,0,1,0,24,12,1,0,1,0,5877.8,8951.613
0,0,1,0,25,17,0,0,1,0,5877.8,10562.9
0,0,1,0,21,16,0,0,1,0,5877.8,10562.9
0,0,1,0,31,12,1,0,1,0,5877.8,11064.19
0,0,1,0,26,14,0,0,1,0,5877.8,13427.42
0,0,1,0,22,12,1,0,0,0,5891.515,10367.76
0,0,1,0,20,13,1,0,0,0,5897.393,12532.26
0,0,1,0,20,13,0,1,1,0,6073.727,10025.81
0,0,1,0,27,14,0,0,1,0,6269.654,0
0,0,1,0,26,12,0,0,0,0,6269.654,11637.1
0,0,1,0,23,17,0,0,1,0,6367.617,5370.968
0,0,1,0,23,12,1,0,0,0,6494.969,12532.26
0,0,1,0,22,12,1,0,0,0,6583.137,4475.807
0,0,1,0,21,12,1,0,0,0,6661.507,11458.07
0,0,1,0,21,12,0,0,1,0,6661.507,12532.26
0,0,1,0,28,14,0,0,1,0,6739.878,7877.419
0,0,1,0,27,12,1,0,1,0,6855.475,0
0,0,1,0,25,14,0,0,0,0,6857.434,1790.323
0,0,1,0,30,12,0,0,1,0,6857.434,3222.581
0,0,1,0,27,13,1,0,1,0,6857.434,4096.258
0,0,1,0,22,13,0,0,0,0,6857.434,6266.129
0,0,1,0,23,16,0,0,1,0,6857.434,14143.55
0,0,1,0,24,12,1,0,1,0,6857.434,14322.58
0,0,1,0,19,13,0,0,0,0,6857.434,15217.74
0,0,1,0,21,14,0,0,1,0,6974.99,11407.93
0,0,1,0,29,17,0,0,1,0,7053.36,7161.291
0,0,1,0,27,16,0,0,1,0,7053.36,11637.1
0,0,1,0,28,15,0,0,1,0,7249.287,15217.74
0,0,1,0,26,12,0,0,1,0,7406.028,0
0,0,1,0,54,12,0,0,1,0,7445.214,0
0,0,1,0,28,15,1,0,0,0,7445.214,0
0,0,1,0,27,15,0,0,1,0,7445.214,10741.93
0,0,1,0,26,13,0,0,0,0,7449.132,5729.032
0,0,1,0,21,12,0,0,1,0,7523.584,7934.709
0,0,1,0,53,14,1,0,1,0,7641.141,8421.678
0,0,1,0,21,13,0,0,1,0,7688.163,12743.52
0,0,1,0,22,13,0,0,0,0,7739.104,3759.677
0,0,1,0,27,16,0,0,0,0,7837.067,0
0,0,1,0,37,15,0,1,1,0,7837.067,179.0323
0,0,1,0,33,13,0,0,0,0,7837.067,3580.645
0,0,1,0,19,12,1,0,0,0,7837.067,3759.677
0,0,1,0,28,12,0,0,1,0,7837.067,4475.807
0,0,1,0,32,12,1,0,1,0,7837.067,5370.968
0,0,1,0,24,12,0,0,0,0,7837.067,5370.968
0,0,1,0,22,12,0,0,0,0,7837.067,7497.871
0,0,1,0,20,12,1,0,1,0,7837.067,8951.613
0,0,1,0,23,12,0,0,1,0,7837.067,8951.613
0,0,1,0,27,12,1,0,1,0,7837.067,8951.613
0,0,1,0,23,12,1,0,1,0,7837.067,12532.26
0,0,1,0,19,12,0,1,1,0,7837.067,12532.26
0,0,1,0,27,14,0,0,0,0,7837.067,14322.58
0,0,1,0,22,16,0,0,1,0,7837.067,16112.9
0,0,1,0,42,12,0,0,1,0,7837.067,16112.9
0,0,1,0,20,13,0,0,0,0,7837.067,17491.45
0,0,1,0,29,13,0,0,0,0,7958.542,0
0,0,1,0,23,12,1,0,1,0,7993.809,13427.42
0,0,1,0,19,12,0,0,1,0,8054.546,9309.678
0,0,1,0,21,12,1,0,1,0,8150.55,13092.63
0,0,1,0,26,12,0,0,1,0,8228.921,13606.45
0,0,1,0,21,16,0,0,0,0,8228.921,22379.03
0,0,1,0,24,12,1,0,1,0,8275.943,15416.47
0,0,1,0,29,12,0,0,1,0,8389.58,5908.064
0,0,1,0,26,12,1,0,1,0,8616.855,8593.549
0,0,1,0,23,14,1,0,1,0,8675.634,10398.19
0,0,1,0,25,12,0,0,0,0,8683.471,9130.646
